"source","target","eid","label","stars","votes.useful","votes.cool","votes.funny","date","review_id"
"94iT-BFMc2WEX6H7Tew5XA","m_9QMfvVYFKsxPjlkCvZqA","560796","review","4","0","0","0","2014-03-17","Zv1oTTJt2TooNzEUyjDmCg"
"7WoDhRqUZOJLynjfEJKXQw","cjD2yGRhT5yaSj_KP55Ptw","538269","review","2","0","0","1","2015-08-25","RSxvHXueMo0-x-x0Zj64iQ"
"7WoDhRqUZOJLynjfEJKXQw","vgXE1I7c9ElcfYyZfQiN1Q","12232","review","2","0","0","0","2015-01-02","P5JZiAK-Z3RyaqER-_E5FQ"
"7WoDhRqUZOJLynjfEJKXQw","wHi8ODv7TGmeUB02XoX-mA","8026","review","1","2","0","1","2013-09-01","BmltGYYsySX7Q7FhXHSDqw"
"t_GApx2d_60bj4TrJby7kA","r8jeeS3k_diihMDSu9IjlA","12949","review","5","1","2","0","2013-06-10","jclffHpP55Pbt28k4oCxow"
"RrE7U5MVI9jutvFLM8gq5g","xgK6AAhJ-cYBUCSaLzgTuw","15897","review","1","0","0","0","2016-05-10","EQcPFXiOZSPzpb6qUef5Uw"
"6GrH6gp09pqYykGv86D6Dg","GM4-aWjgQjxN8sOwff7Ufw","736481","review","4","0","0","0","2013-09-15","ztR2CLCp7uRsb9RFyKdX8A"
"6GrH6gp09pqYykGv86D6Dg","U3AUN4Azkm76qsEaWqOCEw","989132","review","5","0","0","0","2012-07-31","YF94u-8ayCXJ7WH6-wdMfQ"
"-FCugICWgOgSTFmVxUADBA","eHTykuLzs6DiDyw7t2g6DQ","286228","review","5","1","0","0","2016-04-25","NUaskPZTp8EcnKXHYxGFEw"
"2pNYA4wNvIXT_5q2TYSgyw","TRLMm_deLvlPNmGNqRxcow","537396","review","4","0","0","0","2015-12-21","C0itxNaegUHYI2JqH7lU2w"
"2pNYA4wNvIXT_5q2TYSgyw","vvPzcOhbQn5fLQUAIxcP6A","537840","review","4","0","0","0","2015-12-21","vaui7x4gnajAOiEGpYX5HQ"
"2pNYA4wNvIXT_5q2TYSgyw","cjD2yGRhT5yaSj_KP55Ptw","538293","review","3","0","0","0","2015-12-21","nb9x_6Fzhs-Oq-41KVh7dg"
"2pNYA4wNvIXT_5q2TYSgyw","qMWWQpMiMcV8jz_57cBB0w","690261","review","5","0","0","0","2016-01-23","Irf7b1_8bRX2GJec50pfPg"
"2pNYA4wNvIXT_5q2TYSgyw","mtchqm9cDlMewP8A_enSzg","642355","review","5","0","0","0","2015-12-21","JCl-fqeI1ws8rawBLSC1CQ"
"2pNYA4wNvIXT_5q2TYSgyw","_KvGddVMM3d2f7NEa_eOtA","941934","review","4","0","0","0","2015-08-11","AJE7a8UZQHAa43PEONyACA"
"2pNYA4wNvIXT_5q2TYSgyw","RhOTBt7ISr2rhXisSMLTSw","560634","review","4","0","0","0","2016-01-12","1p1SQvO0MV9qjOHO7rNkPg"
"2pNYA4wNvIXT_5q2TYSgyw","m_9QMfvVYFKsxPjlkCvZqA","560849","review","4","0","0","0","2015-08-11","ypYrsiqxLkZsZDJdEmbpjw"
"2pNYA4wNvIXT_5q2TYSgyw","Xk8Nd2X5nf13DunyEg-MGQ","967176","review","5","0","0","0","2015-12-20","ORcNAXW9zuw1F8MKfGfUmw"
"2pNYA4wNvIXT_5q2TYSgyw","Ca-003BAqWW-IEsFvjlY9g","281062","review","2","0","0","0","2015-12-21","yMtySKD0sfzytOBNGWXOtQ"
"LWlhjtnh7vg5rEI2ELjOJA","RhOTBt7ISr2rhXisSMLTSw","560581","review","5","0","0","0","2014-05-25","UVCxNH9EJNC6P8XRcZ70Cw"
"LWlhjtnh7vg5rEI2ELjOJA","m_9QMfvVYFKsxPjlkCvZqA","560801","review","5","0","0","0","2014-05-25","ADPesCKtZJp8VZ2iRyH6oQ"
"vvPZyBQNVxcIwT2rjDcHpQ","m_9QMfvVYFKsxPjlkCvZqA","560843","review","5","0","0","0","2015-07-04","tQ1hfrTP7ePnAR_lnVE0yg"
"6Xzw42iknd1iqiFULZ8iXQ","rXb8s7TOx2-uWxzACEXcpg","700865","review","1","0","0","0","2016-01-09","ki9ZU-T1bh1jRhU3RfNhjQ"
"_OPnAAr58C8u55Lu_oP0VQ","m_9QMfvVYFKsxPjlkCvZqA","560820","review","5","0","0","0","2014-10-26","pKT_dVLZNGifs220vPN9WA"
"G0PLggk6ZtXXCSTBjMFukg","9ylfrWjdX6CltGs_Qcv7Ng","749267","review","5","0","1","0","2014-01-20","exvhNGaMGj4FA0CABYHKiw"
"vYkqkhsEtp1BjrDU-y6K5A","dHDi4wCcjsOR6vcZ8oOIoA","9040","review","5","1","0","0","2014-10-26","YdhSik4zaLqoqwdPFf8arg"
"hJUv22Uok37xWeLxQWOicA","m_9QMfvVYFKsxPjlkCvZqA","560835","review","1","0","0","0","2015-03-27","hOMIn9-vKJcvS7B_FeBqHw"
"0fQ4Fz1kbMXbdHJHAcMxdA","m_9QMfvVYFKsxPjlkCvZqA","560841","review","3","0","0","0","2015-06-27","7ProuoMeZPtvl-S6aAzzTg"
"yJk-iWtFhDgwWDr5tIbwIg","P0kIWqaoOjIJEtJBydFvoA","277026","review","5","1","0","0","2013-05-23","39Y1m8kWMXQoHELkqpScjg"
"yJk-iWtFhDgwWDr5tIbwIg","IxQ1ATP_Wg_QujO9nywzcQ","4094","review","5","1","1","0","2014-03-28","pFsTuXWFWvdTc3GJZ4rqYw"
"LT2r51E63LaNlRNADwTq_g","m_9QMfvVYFKsxPjlkCvZqA","560876","review","5","0","0","0","2016-07-02","r4X82q8TzltKLbN4F4eAww"
"88vruRR5Wgon8zmlXaHYkA","-b9ZUSmcsGxutDSW1DIbdA","784708","review","3","0","0","0","2015-07-26","diTTf1AMELe2cSJdANzvLA"
"HodTKuoWGPGAtW3JRRYgXg","2-T_D2lIL5Ub2G_U2crtrQ","932879","review","4","1","0","0","2015-08-09","AfzACnxloZe8EctdO-gi0g"
"HodTKuoWGPGAtW3JRRYgXg","_KvGddVMM3d2f7NEa_eOtA","941939","review","2","0","0","0","2015-08-25","-zIg_y2AR2C9nkna_8Ap3A"
"HodTKuoWGPGAtW3JRRYgXg","Dq6g0ubf267tWRU4BSk44A","279070","review","2","0","0","1","2015-08-16","8PqivgTuUVQVfYzWwCbDWA"
"HodTKuoWGPGAtW3JRRYgXg","m_9QMfvVYFKsxPjlkCvZqA","560852","review","3","0","0","0","2015-08-27","95A4CrGAomCVsLSwrw47fA"
"HodTKuoWGPGAtW3JRRYgXg","ZcaR7xOJgzItSOJBGH-A_A","989474","review","3","0","0","0","2015-09-13","-TJ2BawZj--42Okv7qIGYQ"
"HodTKuoWGPGAtW3JRRYgXg","-a22bjfNCVL0gvKpd6RakA","951540","review","2","1","0","0","2015-08-11","o38_0a_r42_wEoX3PGcoGQ"
"MKcr9WD8xxF4jGOff3MSMQ","m_9QMfvVYFKsxPjlkCvZqA","560854","review","1","0","0","0","2015-08-29","A2zxb4guBuMzjgDvh5Awxw"
"y5NhPyQQI3sHMCtuFrqpTg","9ylfrWjdX6CltGs_Qcv7Ng","749419","review","5","3","2","1","2016-06-22","FTWLVxF9fNFbPjvItvpPrg"
"y5NhPyQQI3sHMCtuFrqpTg","-vVQyTVHitF6TOHGijVXxQ","560041","review","4","3","2","1","2016-06-22","r1Cm3U3NUNXzlmVjCAQsuA"
"y5NhPyQQI3sHMCtuFrqpTg","Q4ULAiIE2qCA4RYplCTrUQ","561740","review","5","3","2","2","2016-06-28","qyiTY15M9b93gsEwCJ9W0w"
"y5NhPyQQI3sHMCtuFrqpTg","fvhWfSPlx5J_3F-ScLpvXQ","285624","review","4","2","1","1","2016-06-22","h8iAF33oXsoW7EMe_odxTQ"
"y5NhPyQQI3sHMCtuFrqpTg","bwu0cUZfksuu-uzTPrrl2A","273892","review","5","1","2","0","2016-06-28","ojFq6R5Cj428tdys60C7ow"
"7064DXcw9ooVYBPRsLPuJw","xyTJYlbE_MLouK6rCou6zg","554992","review","5","0","0","0","2010-02-06","TT71bSIDbM7GWB1C-pMqZg"
"7064DXcw9ooVYBPRsLPuJw","qUeBDN0D8SC93KeAHhiL-g","3815","review","5","1","0","0","2015-04-27","sfzIapr92Xtrz-TGiwT7og"
"7064DXcw9ooVYBPRsLPuJw","_VN5hYv1VgNIBgwxTQZ_1Q","613973","review","4","1","0","0","2012-10-21","MD4Zkye3PqF2Ej2rrtaqeA"
"37YgwzuH7F8P5SXaqLgv-A","9ylfrWjdX6CltGs_Qcv7Ng","749158","review","5","5","4","1","2011-08-09","p1C9fiFrruRlzqmjwtbBUg"
"37YgwzuH7F8P5SXaqLgv-A","rXb8s7TOx2-uWxzACEXcpg","700714","review","3","2","2","3","2011-08-16","tzmDzoRyn2kk4IcGSERivw"
"gusPXm1TmAvveBbvhs5xYg","m_9QMfvVYFKsxPjlkCvZqA","560871","review","3","0","0","0","2016-04-20","JtNNWzWYtZey3hjFsIrVcQ"
"51zo5pcl0rk6PSP5kaeXmw","-a22bjfNCVL0gvKpd6RakA","951544","review","1","0","0","0","2015-08-29","B8Rn4bGI3ebmI3eim-XxAw"
"byglvAgxmuCpCeSVp_R2_Q","m_9QMfvVYFKsxPjlkCvZqA","560840","review","4","0","0","0","2015-06-26","gNFO7esHvG-JGjg-1EmoMg"
"pXCpU_0wA0sn75SnyE_rvg","m_9QMfvVYFKsxPjlkCvZqA","560812","review","4","0","0","0","2014-08-04","oqrE2ivmx3Kh247DtWLjVw"
"BZLqS7_by27zgMbb0mmBgw","cjD2yGRhT5yaSj_KP55Ptw","537974","review","4","0","0","0","2010-10-25","PFWDyeam7lY9cRdX_Srgkw"
"G_BvSxt71MqF_x4jgEyqSA","KtJfS8l8X_ZtoTOHr4sQ9g","712564","review","5","1","0","0","2010-08-11","XnnjQsnrCgjI8sLP2VJdMg"
"G_BvSxt71MqF_x4jgEyqSA","2Igiyhi82R8_QaaPplRmCw","5468","review","4","1","0","0","2014-04-12","gLHmLx5FM4SusvYuXBSEIw"
"G_BvSxt71MqF_x4jgEyqSA","qMWWQpMiMcV8jz_57cBB0w","690080","review","5","1","0","0","2012-02-01","15WfGLl1OwI95nkkEZ5mYw"
"G_BvSxt71MqF_x4jgEyqSA","sxeuOMBRllOHXJTaUlI9kQ","12734","review","5","1","0","0","2010-07-19","dqRkpbo4WYoj1wVA4VqqDA"
"G_BvSxt71MqF_x4jgEyqSA","Dq6g0ubf267tWRU4BSk44A","278873","review","1","1","0","0","2010-11-06","uZl7eGXeaM29IPHJ-cz3eA"
"G_BvSxt71MqF_x4jgEyqSA","83_p9vIqOq1TUIf3_GD7bA","2196","review","5","2","0","0","2010-08-02","q6G2kS7EH8Z-catuWAqSBw"
"G_BvSxt71MqF_x4jgEyqSA","OxIeMVcop5oxBUWANi-1Rw","7209","review","5","1","0","0","2014-04-12","4YG_9Pa-3Sry5VObFSdtYQ"
"G_BvSxt71MqF_x4jgEyqSA","C4GHQTB-G0R2Geov298GLw","735993","review","5","2","1","1","2010-08-02","SM-BsFGnmPMg-1psy6P5ww"
"G_BvSxt71MqF_x4jgEyqSA","dHDi4wCcjsOR6vcZ8oOIoA","8995","review","1","0","0","0","2011-08-19","Fw0xnsL3xORBuahZc4Xvqw"
"G_BvSxt71MqF_x4jgEyqSA","52CzJDb4EakSjEQOUys77Q","282895","review","3","1","1","1","2014-07-13","DUMSN-URGbYPfX4TOwaoDQ"
"azNSmnpHA8Oh9yzMUG60WA","m_9QMfvVYFKsxPjlkCvZqA","560771","review","4","1","0","1","2012-06-11","DgDEWRbS0x0ZsdqI-bBG8w"
"1io7s0i_PJY-UtxsFqSHCg","m_9QMfvVYFKsxPjlkCvZqA","560873","review","2","0","0","0","2016-05-10","34hWdi7v__H9R0f45XT33Q"
"FyJYZjwFATHqA6q8UT3yMA","Ca-003BAqWW-IEsFvjlY9g","280966","review","5","0","0","0","2013-07-19","-CPkatKxANACfoU0LQavLg"
"ujPVqR7Q7sGVIwbAmCVhyA","mtchqm9cDlMewP8A_enSzg","642352","review","5","0","0","0","2015-10-12","Z156tua6-cWslZGhbxM3ng"
"MlS-tBVOvY7XCHfRW3yX0Q","m_9QMfvVYFKsxPjlkCvZqA","560867","review","1","0","0","0","2016-02-07","GshIVTPuOi9tl1UYDGy5zw"
"ue6EqUi1zmf_wAXwt54qmQ","gr6AoBJ5MEkZynXP_MHs1w","284243","review","3","3","1","0","2013-06-24","055A5GsBoP2BqBUyoubYug"
"ue6EqUi1zmf_wAXwt54qmQ","-vVQyTVHitF6TOHGijVXxQ","559758","review","5","2","0","0","2013-06-24","aEqS4QUteDt7bXEWtxDgeQ"
"NOOeAnRB2znePvcl8ar6uA","J2x_AMx591i6TK3xccEzqQ","537467","review","5","0","0","0","2013-08-23","bVepsT35NAhxt4jpOiuJww"
"NOOeAnRB2znePvcl8ar6uA","vvPzcOhbQn5fLQUAIxcP6A","537691","review","5","1","0","0","2013-08-28","mX7Bb1SVaOzwRAYpaHH7Ww"
"NOOeAnRB2znePvcl8ar6uA","2K-XaFjaHUR8Dp6QAihITg","954461","review","5","0","0","0","2013-08-28","3envSVuIal9YnA3PY3kYrA"
"bTYF3yFgkPemEKblQAGLlA","kc5gJPisT5L5z8lLa9FV9A","953049","review","2","0","0","0","2015-02-07","V_RX5mIlhy-9yBOHV71xyg"
"5TxzUPJ0b6kPaJKSioA_iA","2-T_D2lIL5Ub2G_U2crtrQ","932822","review","4","0","0","0","2013-05-31","XAKs73sBMS2gE82EelchDw"
"5TxzUPJ0b6kPaJKSioA_iA","kc5gJPisT5L5z8lLa9FV9A","953003","review","5","1","0","0","2014-02-24","asWFfjju6NaDR7tvj-4awQ"
"Zr8H9ouvEz36aTk_RkjD3w","NeUf9FyCCIN4MEseNyqkXQ","7827","review","3","0","0","0","2016-04-22","dqNGZYQVhKN1cS_57TiNhg"
"UJDyOCp9mQJo9Xe95D7gTA","Dq6g0ubf267tWRU4BSk44A","278840","review","3","0","0","0","2009-12-02","5OfcF3h8e45ljdXOB25k6g"
"UJDyOCp9mQJo9Xe95D7gTA","NMLtK_ZDHTD_UQ33-A-N0A","560085","review","4","0","0","1","2009-11-18","xu5dNExydT91tjG4eGyCwA"
"UJDyOCp9mQJo9Xe95D7gTA","1JcoUEPkcGQtCEed-OdezQ","945672","review","3","1","0","0","2010-03-17","AtF3CWHGterA9-6mFO_y7Q"
"UJDyOCp9mQJo9Xe95D7gTA","TxKmAsKQjND5vbhBdUSyIA","16143","review","4","1","0","0","2009-11-18","jQX9T6sjB3cm-SYeTW8ZIg"
"UJDyOCp9mQJo9Xe95D7gTA","Z94doPdgyDOgjtYUVRBNjQ","281784","review","3","1","1","0","2009-11-16","pIyhGvecWFqsz6oA-CSaSQ"
"s0qiS71nzMUmqBdM4oPc7Q","RSr7nAayztT5mBLUBMpbpg","714967","review","4","0","1","0","2015-09-26","YLmJd80XCwesuVkWK9xr2g"
"s0qiS71nzMUmqBdM4oPc7Q","d3ni6cKglu4L3JeveOqQDQ","538661","review","3","2","2","2","2015-04-21","5Wfk_lYf4OxYvkH9D4ia_A"
"s0qiS71nzMUmqBdM4oPc7Q","-vVQyTVHitF6TOHGijVXxQ","559943","review","3","2","1","0","2015-07-08","ijBln1E-SN7PBHVeiDRlUA"
"s0qiS71nzMUmqBdM4oPc7Q","C4GHQTB-G0R2Geov298GLw","736355","review","4","2","3","0","2016-02-16","2RaI83LS39Ejm0oAWU4JYA"
"s0qiS71nzMUmqBdM4oPc7Q","ezi5Nz0gT5lk0nW1KTiYnw","792698","review","2","0","0","0","2015-07-08","SytDV4umtJMddwcwOgQ_ww"
"-ODqWYlRKvx9c4UD9VnaSg","wHi8ODv7TGmeUB02XoX-mA","8117","review","1","0","0","0","2015-10-10","4Hx9KJffs_MnlMu-UsmEjQ"
"6riuVyS5Ih3sh1G2cWUU6w","r8jeeS3k_diihMDSu9IjlA","13043","review","5","0","0","0","2016-02-18","2el60vYbuZj4Ww3zj3FouA"
"Pikb5vKV-9ZF-fnepku2vw","NeUf9FyCCIN4MEseNyqkXQ","7598","review","3","1","0","1","2012-10-15","GvC8fw_A_GlAbBD9krrxsA"
"Cr6xqCWkuh1L927NKtDnbA","8zdeaK3PWDsr5Kq4UOuNSw","777518","review","4","0","0","0","2013-03-02","zMxPXpEnBeaYilvsNIeseQ"
"Cr6xqCWkuh1L927NKtDnbA","P0kIWqaoOjIJEtJBydFvoA","277023","review","5","0","0","0","2013-03-02","arnHIgGShbBLebQN8MaeEg"
"Cr6xqCWkuh1L927NKtDnbA","2SwC8wqpZC4B9iFVTgYT9A","2955","review","5","0","0","0","2013-03-02","GgJ-FkrRBEu75Z6JKYXV-A"
"Cr6xqCWkuh1L927NKtDnbA","l6d9-LxY8gM6v7WxehHfwg","9395","review","5","0","0","0","2013-03-02","MKlZQmQirH01SNLQ4baaSw"
"Cr6xqCWkuh1L927NKtDnbA","8q8GMsDPYp4JVdx6k-FeTA","282538","review","5","0","0","0","2013-03-02","j4xAxuQFQbn_O6IBohoR6w"
"XM8xoYr14IaiZ7gLQ9ARpw","--UE_y6auTgq3FXlvUMkbw","11915","review","3","0","0","0","2011-08-22","9y_DZJYeBpJcZFq_Pkvw5A"
"XM8xoYr14IaiZ7gLQ9ARpw","qMWWQpMiMcV8jz_57cBB0w","690063","review","2","1","0","0","2011-10-10","imKT_nGvvakmPupj-l3Hgw"
"XM8xoYr14IaiZ7gLQ9ARpw","sxeuOMBRllOHXJTaUlI9kQ","12750","review","4","1","0","0","2011-09-12","GC-cvexhVA-G2OdS2OHyYg"
"XM8xoYr14IaiZ7gLQ9ARpw","bwu0cUZfksuu-uzTPrrl2A","273418","review","4","0","0","0","2011-08-22","HyfuAfsFYyfetDFIIgFb1Q"
"XM8xoYr14IaiZ7gLQ9ARpw","v7e-GIGgEIFANhHsywlhrw","992242","review","4","0","0","0","2011-08-15","HPKfT-IBDFeQBzSFBapzcw"
"_GinkIw8tpdWfxG_1j1CdQ","KtJfS8l8X_ZtoTOHr4sQ9g","712573","review","5","0","0","0","2011-02-26","TtE65ezVCQR1fO-ee3ncbQ"
"_GinkIw8tpdWfxG_1j1CdQ","83_p9vIqOq1TUIf3_GD7bA","2209","review","5","0","0","0","2011-02-25","2_UnuPkJzFyvCPCP0MRd9g"
"_GinkIw8tpdWfxG_1j1CdQ","kj3qws3WSMgOotUeACSdFA","9529","review","3","0","0","0","2011-02-26","-cGSAhcbew571uQpO4g7gw"
"mAEwUdVJ3vhA_L-MKqLGpw","w7VSMULJ9GtRi3CBRxoJtg","538439","review","5","0","0","0","2014-10-15","kYxXorWC3dRjU3mQOYrXJA"
"mAEwUdVJ3vhA_L-MKqLGpw","_WaHLgLzALd2iThQAhC-sQ","277649","review","2","0","0","0","2014-10-15","0oK-GxIMAJNI9HGAowGKFw"
"mAEwUdVJ3vhA_L-MKqLGpw","_WaHLgLzALd2iThQAhC-sQ","277702","review","1","0","0","0","2015-10-11","4In6IqACzcMgYbB-0NdK9g"
"mAEwUdVJ3vhA_L-MKqLGpw","2X5G4Ujq0s4Wfn4TC7gX0g","6034","review","5","0","0","0","2014-10-15","0HyiLpX7rK2RPmze7AR7IA"
"mAEwUdVJ3vhA_L-MKqLGpw","rXb8s7TOx2-uWxzACEXcpg","700823","review","5","0","0","0","2014-11-17","Ow0xjn9OBdzjk8U7JugiWA"
"mAEwUdVJ3vhA_L-MKqLGpw","NeUf9FyCCIN4MEseNyqkXQ","7715","review","4","0","0","0","2014-10-15","luBWxl0J6rdjwE333agFdA"
"mAEwUdVJ3vhA_L-MKqLGpw","wHi8ODv7TGmeUB02XoX-mA","8066","review","4","0","0","0","2014-11-17","dPjaWiEAh3x20fIqLm2oMg"
"mAEwUdVJ3vhA_L-MKqLGpw","2K-XaFjaHUR8Dp6QAihITg","954512","review","3","0","0","0","2014-10-15","NG1_R9kh0c2ZKdSMyzshqQ"
"pDSrNv58nmSbN3tH08nlNw","bwu0cUZfksuu-uzTPrrl2A","273568","review","3","0","0","0","2013-10-17","MVV0xBe_m4x-GIn2JL78dQ"
"pDSrNv58nmSbN3tH08nlNw","PzG0XmAmtXFs6Fdnubf41g","3252","review","4","0","0","0","2013-10-20","2_M3MyaUwKcfkZyWI_Q7Lg"
"4p-qAdc_ZLXfieNwaZGNGA","jf67Z1pnwElRSXllpQHiJg","432269","review","4","3","2","2","2011-01-03","QLXAQK0TH5Z6TUMeNy1Mmw"
"4p-qAdc_ZLXfieNwaZGNGA","-KDCNt72VIuhV1rSUlF-eg","434446","review","3","4","1","1","2014-01-17","aB8ulJVzrTn_erPyU0lz9Q"
"4p-qAdc_ZLXfieNwaZGNGA","-KDCNt72VIuhV1rSUlF-eg","434384","review","4","5","2","1","2012-09-19","HIm-SXsKc-o3Ae_cwe00qw"
"4p-qAdc_ZLXfieNwaZGNGA","eLPld7Q17XxlclFGzZQX5g","506420","review","5","0","0","0","2010-06-10","zE-3JFe25uWVKnzbDaw6MQ"
"4p-qAdc_ZLXfieNwaZGNGA","eLPld7Q17XxlclFGzZQX5g","506472","review","5","1","1","0","2010-11-06","QXaSD_hSL3ZfU4CQjEVhAA"
"4p-qAdc_ZLXfieNwaZGNGA","NeUf9FyCCIN4MEseNyqkXQ","7548","review","4","6","2","0","2012-01-09","IHYAfmy0bCBg0fCgJGLtdw"
"sKdjtXax55YvWcBhtarnCg","9ylfrWjdX6CltGs_Qcv7Ng","749271","review","5","1","0","0","2014-03-28","TdyuCy4X5d8r6KeWnoa4TA"
"taUV8SaVXlrmSyuMwYyntQ","6-rJjW6ITl5o_FliiNgZRA","13520","review","5","0","0","0","2011-05-18","VrStrjE0rwf9-nEcAMxdlg"
"Jou7l2wJvM7ZgqspikTw9Q","UL3OMN_c-NXHlyb97pDifA","683218","review","2","0","0","0","2009-04-24","3fxl8tF5JVZdBqjakAUEGA"
"Jou7l2wJvM7ZgqspikTw9Q","w7VSMULJ9GtRi3CBRxoJtg","538371","review","5","3","2","1","2010-09-14","uAoj6DXZPXXO1Bp-xgJvGQ"
"Jou7l2wJvM7ZgqspikTw9Q","d3ni6cKglu4L3JeveOqQDQ","538521","review","4","0","0","0","2010-10-09","Q5TShaKkSdQCXQP0RzTVmQ"
"Jou7l2wJvM7ZgqspikTw9Q","vtcEXiQukuSzOMxyVxlh-Q","283694","review","4","2","1","0","2011-07-08","Kqh-5RSLRO1e1l4gyMb76A"
"Jou7l2wJvM7ZgqspikTw9Q","dxCqGkhtXq-9fYEsX7Mf6Q","11727","review","4","0","1","0","2011-04-27","ZJUaJDFCX9rOZ28JgcDxLg"
"Jou7l2wJvM7ZgqspikTw9Q","gNiqOjhVCcGTniZWDBTYtA","277156","review","4","0","0","0","2011-07-08","86B3Ly3OkBAYiyO1BWzQWw"
"Jou7l2wJvM7ZgqspikTw9Q","Dq6g0ubf267tWRU4BSk44A","278869","review","1","1","0","0","2010-09-29","L7X1Zki-Y-7GX2maK4NwXg"
"Jou7l2wJvM7ZgqspikTw9Q","2SwC8wqpZC4B9iFVTgYT9A","2905","review","2","1","0","0","2011-07-08","eb1DN3bzWuRTb2Na8IbOQQ"
"Jou7l2wJvM7ZgqspikTw9Q","ZcaR7xOJgzItSOJBGH-A_A","989416","review","1","1","0","0","2011-04-27","sqMpr9k69uWjp_tqehtrAg"
"Jou7l2wJvM7ZgqspikTw9Q","TxKmAsKQjND5vbhBdUSyIA","16165","review","3","0","0","0","2010-09-29","3k_QYq5csZ59xiYxdMyyYw"
"DcQobAk5lNJw6pVI4nVN1Q","2X5G4Ujq0s4Wfn4TC7gX0g","5957","review","4","0","0","0","2012-12-11","oyPN_upWhqekHRGIpKwp4g"
"DcQobAk5lNJw6pVI4nVN1Q","s5ZdjjFX3CS2uS6_oVH7CQ","560322","review","3","0","0","0","2012-10-30","QkGbQpjesRMv9bby2yACcA"
"DcQobAk5lNJw6pVI4nVN1Q","c4AWh6H_hI6FkiWAmdrQvQ","279554","review","4","0","0","0","2010-09-27","KkGWg50xRBUNri5HHeI86A"
"DcQobAk5lNJw6pVI4nVN1Q","9SPwF-vRgtuHxciFxv5YLA","14317","review","5","1","0","0","2010-04-11","68xL-_LsxZuWlEkbep2U2w"
"DcQobAk5lNJw6pVI4nVN1Q","2SwC8wqpZC4B9iFVTgYT9A","2883","review","4","1","1","0","2010-04-11","vL8JhCIH9rTYTq8iIlyKHw"
"u2bA0v-gCUD3tqgXIyTpRA","NeUf9FyCCIN4MEseNyqkXQ","7555","review","5","0","0","0","2012-03-30","FTOa_gOntTHhogrT2D4g7Q"
"4cW3iQW6JD1C8VxYP0eyXg","3KCL_Bu8mOk-h7Bp-IXL8Q","276180","review","3","4","2","3","2012-06-28","64oB4jwWPujRs7KSsnBk_g"
"4cW3iQW6JD1C8VxYP0eyXg","2-T_D2lIL5Ub2G_U2crtrQ","932801","review","2","1","0","1","2012-02-24","Z5MfUljXGtPiWCgmnOw0ew"
"4cW3iQW6JD1C8VxYP0eyXg","RSr7nAayztT5mBLUBMpbpg","714918","review","4","0","0","2","2013-05-25","ZnnYtJmZUhlNjuBxS9nvtA"
"4cW3iQW6JD1C8VxYP0eyXg","cjD2yGRhT5yaSj_KP55Ptw","537946","review","3","0","0","0","2009-06-19","6oPGsjDm-blkmnWmG-LO4Q"
"4cW3iQW6JD1C8VxYP0eyXg","QnnssZJOLZquRp0hqeK1dA","538821","review","2","2","0","0","2009-04-15","rE_UYBfLDgx13blUnoSlXA"
"4cW3iQW6JD1C8VxYP0eyXg","sxeuOMBRllOHXJTaUlI9kQ","12724","review","3","0","0","0","2010-01-08","W3LOMeXSh9RVVIsrvQxEBQ"
"4cW3iQW6JD1C8VxYP0eyXg","sxeuOMBRllOHXJTaUlI9kQ","12762","review","5","1","1","0","2012-04-09","jPdTdij8qgr2a9Klzw-U1w"
"4cW3iQW6JD1C8VxYP0eyXg","Dq6g0ubf267tWRU4BSk44A","278843","review","1","2","1","1","2010-01-08","FylfLpfWBmoWvKlSd-6IUQ"
"4cW3iQW6JD1C8VxYP0eyXg","6eU9yPTTbf8PS8fMc4nmCg","279487","review","3","0","1","0","2014-12-08","Bt_9Ev-tQrjj38Bx1SDRyQ"
"4cW3iQW6JD1C8VxYP0eyXg","c4AWh6H_hI6FkiWAmdrQvQ","279598","review","2","1","0","1","2013-06-18","rsIK6vU_2wIFb8sOYM75rw"
"4cW3iQW6JD1C8VxYP0eyXg","9SPwF-vRgtuHxciFxv5YLA","14372","review","4","2","0","0","2012-12-18","tNAFMS5gr7ppZ4vciuH5lg"
"4cW3iQW6JD1C8VxYP0eyXg","83_p9vIqOq1TUIf3_GD7bA","2190","review","4","3","0","0","2010-03-18","7FMJ2g9fNVrpiLs1x5d11w"
"4cW3iQW6JD1C8VxYP0eyXg","83_p9vIqOq1TUIf3_GD7bA","2216","review","3","0","0","0","2011-07-31","RHI-Mw1fHCuyqaDau9MkGQ"
"4cW3iQW6JD1C8VxYP0eyXg","83_p9vIqOq1TUIf3_GD7bA","2223","review","3","0","0","0","2012-03-03","r8zfd0yNEQzmpb9DahDrYg"
"4cW3iQW6JD1C8VxYP0eyXg","C4GHQTB-G0R2Geov298GLw","736126","review","3","2","2","0","2013-01-20","t7xAnYfWSH6oySAdQAV7jA"
"4cW3iQW6JD1C8VxYP0eyXg","wfCLz9-aeShbPB7CaTY-qQ","2744","review","2","0","1","0","2013-05-25","d4g84_LsvqlVapVNwKR4Nw"
"4cW3iQW6JD1C8VxYP0eyXg","2SwC8wqpZC4B9iFVTgYT9A","2881","review","2","2","0","1","2010-03-03","rGA5i9HvBuBAVkLZ4eafDg"
"4cW3iQW6JD1C8VxYP0eyXg","2SwC8wqpZC4B9iFVTgYT9A","2944","review","2","0","0","0","2012-12-18","H6vHLMPEolGR1k-rX1WsTA"
